"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","respondent_t2","respondent_t3","respondent_t4","contacted","survey_language_es","sdo_scale","treat_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"67079",40571,55,"D","African American",0,1,0,0,0,1,1,1,0,1,0,1,-2,-1,0,0,0,0,93,50,50,96,99,0,0,1,1,0,3,-0.295283198356628,0,0,50,50,50,-1,-1,0,-1,-1,-1,1,1,1,1,1,0,0.306129425764084,1,-0.295283198356628,0,-0.931674001235323,-0.0845401336505679,-0.764586333477358,0.5,0,-0.880250101748978,-0.374804201368527,TRUE,-0.467122790458046
"67099",44254,47,"N","Caucasian",1,0,1,0,1,1,0,0,0,2,2,-2,0,1,1,1,0,0,86,88,50,69,89,0,0,1,1,0,-1,0.665627777576447,1,2,75,50,79,1,1,1,1,1,1,1,1,1,1,1,0,-0.770656824111938,0,1.22134351730347,1,0.557537870677054,0.423595387096253,0.755395110181884,2,1.5,1.04143583876196,1.49326204088585,FALSE,0.131412656835229
"67102",43347,68,"D","Hispanic",1,0,0,1,0,1,0,1,0,-2,1,-1,-2,-2,-2,-2,-1,-3,82,50,50,11,77,-1,5,1,0,0,2,-1.10586667060852,-2,2,50,30,40,-1,-1,1,-2,-1,1,1,1,1,1,1,0,-0.136925682425499,1,-1.10586667060852,0,-0.76204699256209,-1.36469289091758,-0.547869772917835,-0.5,0,-1.37406380726985,-0.374804201368527,FALSE,0.466829949390641
"67104",26253,69,"D","Caucasian",1,0,1,0,0,1,1,1,0,3,3,-1,1,1,0,0,1,3,95,50,50,50,99,1,1,1,1,0,2,0.737467885017395,2,2,90,50,76,1,-1,1,0,0,1,1,1,1,1,1,0,-0.549838960170746,1,0.737467885017395,0,0.342737179324444,0.179341582122808,0.308031750833477,3,2,1.50846510349656,0.50799286478515,TRUE,-0.452111887856125
"67106",45704,51,"N","Hispanic",0,0,0,1,1,1,1,0,0,-1,0,1,-2,-2,-2,-2,-1,-3,0,0,0,50,100,0,5,1,1,0,0,-1.75428986549377,-1,-1,0,15,20,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-0.319236665964127,0,-1.75428986549377,1,-2.20896130192122,-1.940303318255,-2.12035744877195,-0.5,-1,-1.37406380726985,-1.30883732249572,FALSE,-0.524377193784166
"67107",45636,72,"D","Caucasian",0,0,1,0,1,0,1,1,0,-2,-1,-1,-2,-2,-2,-2,-2,-2,100,0,0,70,100,0,0,1,1,1,3,-1.20189130306244,1,0,100,25,50,-1,0,-1,-1,-2,-1,1,1,1,1,1,0,-0.0309407524764538,0,-0.144750148057938,0,-1.31195147192679,-2.20418503402838,-1.39938884076168,-1.5,0.5,-1.37406380726985,0.117830386681824,FALSE,-0.217406569286751
"67109",48883,69,"R","Hispanic",0,0,0,1,1,1,1,0,1,0,3,2,-2,-2,-2,-2,-2,-3,0,0,0,0,50,-2,1,1,1,0,-3,-1.76522779464722,0,-2,50,0,0,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-0.157329455018044,1,-1.44235742092133,0,-2.32793264988181,-2.20418503402838,-2.25798156033038,1.5,-1,-1.37406380726985,-1.30883732249572,TRUE,-0.661719094128014
"67116",41504,64,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,2,-1,0,1,1,0,0,1,5,67,50,92,76,0,1,1,1,0,-2,0.149943590164185,3,2,50,85,100,0,0,1,0,0,0,1,1,1,1,1,0,-0.434812486171722,0,0.149943590164185,0,0.556551802151305,0.168221142251428,0.4080798041537,2,2.5,1.04143583876196,0.559228919758662,FALSE,-0.0751172950001272
"67120",4814,47,"D","Hispanic",0,0,0,1,1,1,0,1,0,3,3,0,0,0,0,0,0,2,50,56,50,6,50,0,1,1,1,0,3,0.187822327017784,2,3,50,50,50,0,0,0,0,0,0,1,1,1,1,1,1,-6.6307687118794e-10,0,0.187822327017784,0,0.160466882658202,-0.0845401336505679,-0.0961481004795024,3,2.5,0.547622133241092,0.559228919758662,FALSE,-0.711163432619103
"67128",48256,41,"R","Caucasian",0,0,1,0,0,0,0,0,1,0,0,2,-2,-2,-2,-2,-2,-3,0,17,16,90,50,-1,2.12372183799744,1,1,0,0,-1.74844121932983,-1,0,50,50,50,-2,-2,-2,-2,-1,0,1,1,1,1,1,0,-6.6307687118794e-10,1,-1.74844121932983,0,-1.33452369237966,-2.01998969728041,-1.13476076414663,0,-0.5,-1.37406380726985,-1.30883732249572,FALSE,0.539491166410956
"67129",36700,38,"D","African American",1,1,0,0,1,1,1,1,0,0,0,1,-2,-2,-2,-2,-2,-3,100,0,0,50,75,0,3,1,1,0,3,-1.6454895734787,2,2,50,75,70,-2,-2,2,-2,-2,-2,1,1,1,1,1,0,-0.685355365276337,1,-1.6454895734787,0,-0.475384865397714,-2.20418503402838,-0.837441091884102,0,2,-1.37406380726985,-1.30883732249572,TRUE,0.975084500410198
"67131",48071,43,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,0,0,0,2,0,0,3,81,79,77,70,63,1,4,1,1,1,2,0.75571209192276,3,3,28,99,50,1,1,1,1,1,1,1,1,1,1,1,0,-0.126335710287094,1,1.33331644535065,0,1.27609103486457,0.731812048915631,1.20496720793942,3,3,0.547622133241092,1.49326204088585,TRUE,0.230081505654786
"67132",15927,43,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,-1,2,0,2,2,2,3,81,100,100,60,100,2,0,1,1,1,3,1.90497863292694,3,3,91,99,58,1,1,-2,2,2,2,1,1,1,1,1,0,-0.824837386608124,1,1.90497863292694,0,1.33965021380804,2.03510476672724,1.32409050794669,3,3,1.48168066271029,1.49326204088585,TRUE,-0.623602115493401
"67133",20483,30,"R","Hispanic",0,0,0,1,1,1,0,0,1,1,1,1,0,-1,0,0,0,1,62,72,71,100,88,0,1,1,1,0,-2,0.166024148464203,2,2,50,50,50,1,0,0,1,1,1,1,1,1,1,1,0,0.937765896320343,0,0.30683758854866,0,0.530084306019316,0.157216245831149,0.572290132518353,1,2,0.0538084277202204,1.0006274528355,FALSE,0.371993071502619
"67137",49760,36,"D","Hispanic",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,70,60,50,60,70,0,2,1,1,1,2,0.132037237286568,2,2,80,65,70,0,0,1,1,1,0,1,1,1,1,1,0,-0.560478985309601,1,0.132037237286568,0,0.622520374165824,-0.0845401336505679,0.671944348090865,0,2,0.547622133241092,0.559228919758662,TRUE,0.418115558532655
"67142",42932,61,"N","Caucasian",1,0,1,0,1,1,1,0,0,2,2,0,1,0,1,1,1,2,92,98,100,100,100,2,1,1,1,0,2,1.21344816684723,2,2,100,82,92,1,1,1,1,1,1,1,1,1,1,1,0,-0.348531663417816,1,1.21344816684723,1,0.911191666068724,1.26308753020705,1.04899321483987,2,2,1.01465139797569,1.49326204088585,FALSE,-0.11731132464826
"67150",62204,80,"R","Caucasian",0,0,1,0,1,0,1,0,1,2,1,2,-2,-2,-2,-2,-2,-3,18,50,50,17,100,-2,5,1,1,0,-3,-0.892855226993561,3,3,21,50,20,-2,-2,-1,-2,-2,-2,1,1,1,1,1,0,0.0088026337325573,1,-0.892855226993561,0,-0.851960854537247,-1.62857460669096,-1.61612954413874,1.5,3,-1.37406380726985,-1.30883732249572,TRUE,-0.285858119146657
"67151",67439,37,"D","Hispanic",1,0,0,1,1,1,0,1,0,2,3,-1,1,0,1,1,0,3,100,100,100,100,100,2,0,1,1,1,3,1.29693460464478,3,3,100,100,59,1,-1,1,2,-1,1,1,1,1,1,1,0,-0.932784795761108,1,1.29693460464478,0,1.11350446605145,0.999205814433673,0.994533476988168,2.5,3,1.01465139797569,0.50799286478515,TRUE,-0.41580385946873
"67154",51514,47,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,-1,-2,-2,1,0,1,-1,30,84,74,10,100,-1,3,1,1,0,-3,0.0843445435166359,3,3,50,50,25,-1,-2,0,0,1,0,1,1,1,1,1,0,0.296609729528427,0,0.495276898145676,0,0.442773043970041,0.708395863146765,0.126175909877239,2.5,3,-1.37406380726985,-0.867438789418877,FALSE,-0.165201680929314
"67161",32208,55,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,0,-1,0,1,0,0,-1,0,61,50,40,50,50,1,0,1,1,0,1,-0.309119910001755,0,0,50,50,35,0,1,0,1,0,1,1,1,1,1,1,0,-0.389075130224228,0,-0.309119910001755,1,-0.113483585558728,-0.463543934891428,0.349966122161612,0,0,1.04143583876196,1.05186350780901,FALSE,0.451221127090505
"67175",32813,51,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-2,0,2,2,2,2,1,0,50,50,0,100,0,4,1,1,0,-3,0.778607070446014,2,2,50,50,0,-1,-1,1,-1,-1,1,1,0,1,1,1,0,-0.153963521122932,0,0.778607070446014,0,0.0124140835211111,1.45949433938982,-0.139331608514929,3,2,1.53524954428284,-0.374804201368527,FALSE,-1.32008205024838
"67181",23190,68,"R","Caucasian",0,0,1,0,1,1,1,0,1,-2,-3,-1,-2,-2,-2,-2,-2,-3,0,9,0,26,50,-3,5,1,1,0,-1,-2.20154738426208,-1,-2,50,5,35,-2,-2,-2,-2,-2,-2,1,1,1,0,1,0,1.34760010242462,1,-2.20154738426208,0,-2.40624702449801,-2.20418503402838,-2.21210685647757,-2.5,-1.5,-1.37406380726985,-1.30883732249572,FALSE,-0.358861383639428
"67186",13002,49,"D","African American",1,1,0,0,1,1,1,1,0,2,2,0,1,2,1,2,1,1,100,85,84,46,90,-1,5,1,1,1,3,1.1563321352005,3,3,100,96,74,2,2,2,2,2,2,1,1,1,1,1,0,-0.27472722530365,1,1.53062009811401,0,1.88922927234117,1.3342664383039,2.02898559628912,2,3,2.00227880901744,2.42729516201304,TRUE,0.891579657618014
"67200",60177,41,"D","African American",0,1,0,0,0,1,0,1,0,3,3,2,-2,-2,2,2,2,3,100,100,100,0,100,-3,1,1,1,0,3,1.11627972126007,3,3,50,100,10,0,-2,2,0,0,0,1,1,1,1,1,0,0.57449197769165,0,1.11627972126007,0,0.934021523671076,2.03510476672724,0.728808893375661,3,3,-1.37406380726985,-0.426040256342039,FALSE,-0.429265901692024
"67203",17492,51,"D","Hispanic",1,0,0,1,0,1,0,1,0,0,2,-1,-1,2,0,-1,2,-3,71,49,50,50,93,0,4,1,1,1,2,-0.15980276465416,3,3,80,100,50,-2,-2,0,-2,2,-2,1,0,1,1,1,0,0.859759092330933,0,-0.15980276465416,0,0.330230440360908,0.187849053051359,-0.0849814865201455,1,3,1.06822027954824,-1.30883732249572,FALSE,-0.484698829913986
"67204",50882,24,"D","Hispanic",0,0,0,1,0,0,0,1,0,-3,0,0,-1,-2,0,0,0,-3,89,80,79,50,80,0,4,1,1,0,0,-0.328518003225327,0,2,50,51,34,0,-2,-1,0,0,0,1,1,1,1,1,0,0.641580522060394,0,-0.328518003225327,0,-0.328981952292542,0.249313914205136,-0.270078137372471,-1.5,1,-0.907034542535251,-0.426040256342039,FALSE,-0.179140255904998
"67206",18877,47,"D","African American",1,1,0,0,1,1,1,1,0,-2,2,1,-1,0,1,0,0,1,100,50,50,5,100,0,5,1,1,1,3,-0.10318399220705,-1,2,100,97,100,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,0.397998422384262,0,-0.10318399220705,0,-0.308725630317588,0.168221142251428,-0.150259139597412,0,0.5,0.0805928685064935,-0.374804201368527,FALSE,-0.316737573509471
"67207",68043,30,"R","Caucasian",1,0,1,0,0,1,0,0,1,-3,-3,1,-2,-2,-2,-2,-2,-3,0,25,0,50,38,-2,5,1,1,1,-2,-2.17484211921692,0,-1,0,49,50,-2,-2,-2,-1,0,0,1,1,1,1,1,0,2.63974499702454,1,-2.17484211921692,0,-1.01898946100025,-2.20418503402838,-0.69657234556879,-3,-0.5,-1.37406380726985,-1.30883732249572,TRUE,1.10512914910823
"67210",47681,23,"N","Hispanic",0,0,0,1,0,1,0,0,0,2,1,1,-1,-2,0,-2,0,0,85,50,45,50,90,0,1,1,1,0,1,-0.348216354846954,2,1,73,51,75,0,0,0,0,0,0,1,1,1,1,1,0,-0.686082780361176,0,0.469416409730911,1,-0.0778308371903756,-0.652849666073959,-0.0869731597089404,1.5,1.5,-0.907034542535251,0.559228919758662,FALSE,0.262478292778375
"67227",48298,56,"D","Caucasian",1,0,1,0,0,1,1,1,0,3,-2,1,0,0,0,0,0,0,50,50,50,50,50,0,1,1,1,1,2,-0.190189450979233,0,-1,50,50,50,0,-2,0,-1,-1,-1,1,1,1,1,1,0,0.407921373844147,0,-0.190189450979233,0,-1.05454366414306,-0.0845401336505679,-0.764586333477358,0.5,-0.5,0.547622133241092,-0.426040256342039,FALSE,-0.790964162256081
"67229",67247,25,"D","Hispanic",1,0,0,1,0,0,0,1,0,3,3,2,1,2,2,1,1,3,100,100,100,100,100,0,1,1,1,0,2,1.37445378303528,3,3,50,96,100,0,-1,2,1,1,1,1,1,1,1,1,0,-6.6307687118794e-10,1,1.37445378303528,0,1.39674218607231,1.51584880610904,1.36054736329127,3,3,2.00227880901744,0.0665943317083116,TRUE,-0.271096991861054
"67230",911,19,"N","Hispanic",0,0,0,1,1,0,0,0,0,3,3,-1,2,-1,1,1,2,2,20,80,80,80,80,2,0,1,1,0,0,1.20332014560699,3,3,80,79,80,2,0,1,1,1,2,1,1,1,1,1,0,-0.998780727386475,1,1.20332014560699,1,1.289422905992,1.29672507504546,1.24254326617763,3,3,0.987866957189418,1.44202598591234,TRUE,0.132208633038254
"67249",17788,48,"D","African American",1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,50,50,50,50,50,0,3,1,1,1,-1,-0.157498717308044,0,0,97,50,50,0,0,0,0,0,0,1,1,1,1,1,0,-6.6307687118794e-10,0,-0.157498717308044,0,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.547622133241092,0.559228919758662,FALSE,-0.0407128255648618
"67254",36878,28,"D","African American",1,1,0,0,1,1,1,1,0,3,0,-1,1,1,0,1,1,2,88,87,50,89,100,2,3,1,1,0,3,0.807904481887817,3,3,50,50,50,0,2,0,1,1,1,1,1,1,1,1,0,-0.846846044063568,0,0.58725905418396,0,0.768476373377781,0.434715826967632,0.572290132518353,1.5,3,1.50846510349656,1.54449809585936,FALSE,0.195291917210097
"67255",31457,53,"D","African American",1,1,0,0,1,1,1,1,0,3,2,0,1,1,0,0,1,-1,100,50,50,50,100,3,4,1,1,0,3,0.36661359667778,3,3,100,100,100,0,0,0,0,0,0,1,1,1,1,1,0,-0.844203412532806,0,0.58725905418396,0,0.648069585454154,0.179341582122808,0.3625989380486,2.5,3,1.50846510349656,0.559228919758662,FALSE,0.243533688045831
"67259",5448,58,"N","Hispanic",1,0,0,1,1,1,0,0,0,3,3,0,-2,0,0,0,0,0,100,62,0,74,65,-1,4,1,1,0,2,-0.289154052734375,3,3,100,100,90,1,-1,1,1,1,1,1,1,1,0,1,1,-6.6307687118794e-10,1,-0.289154052734375,1,1.28353264083147,-0.660150560987988,1.21414214870999,3,3,-0.386436396228105,0.50799286478515,FALSE,1.336677959536
"67263",46175,40,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,2,-1,1,2,2,1,1,0,0,50,50,50,100,0,2,1,1,1,-3,0.400431990623474,2,2,0,50,50,0,1,1,1,1,1,1,1,1,1,1,0,-0.36873272061348,0,1.03218007087708,0,0.673060275127777,0.940238378771624,0.755395110181884,2.5,2,2.00227880901744,1.05186350780901,FALSE,-0.272007651052316
"67269",14931,56,"D","African American",1,1,0,0,1,1,1,1,0,0,2,-1,-2,-2,-2,-1,-1,-3,98,50,50,29,100,-1,5,1,1,0,2,-0.722059309482574,1,1,100,50,50,-2,-2,-1,-1,-1,-1,1,1,1,1,1,0,-0.827783763408661,1,-0.722059309482574,0,-0.83625790298532,-1.10931864607276,-0.947691311140889,1,1,-1.37406380726985,-1.30883732249572,TRUE,0.00472916503780627
"67273",8098,50,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,2,-2,1,-2,1,1,2,2,81,50,50,50,96,2,3,1,1,1,2,0.854939460754395,3,3,100,50,50,-1,-1,1,1,1,1,1,1,0,0,1,0,-0.961357891559601,0,0.854939460754395,0,0.911452342486242,0.951358818643004,0.755395110181884,2.5,3,0.0270239869339474,-0.374804201368527,FALSE,0.00189125014139115
"67275",5301,19,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,2,0,-2,-1,-1,0,-2,-3,57,37,9,1,87,-2,4,1,1,0,-2,-0.826398611068726,2,1,70,30,0,-2,-1,-2,-1,-2,-1,1,0,1,0,1,0,-0.0577536784112453,0,-0.815522789955139,0,-1.17932734384227,-1.337065391516,-1.5366191145724,2.5,1.5,-0.880250101748978,-0.816202734445365,FALSE,-0.536726826539842
"67280",20673,41,"R","Caucasian",1,0,1,0,1,1,1,0,1,-2,-1,-1,-1,0,-1,-2,-1,-2,21,11,5,19,100,-2,4,1,1,1,-1,-1.33697748184204,-2,-1,50,37,0,0,-1,-2,-1,-1,-1,1,1,1,1,1,0,-0.123835451900959,0,-1.36532974243164,0,-1.66828128883119,-1.62998099961927,-1.25007051882173,-1.5,-1.5,0.0805928685064935,0.0665943317083116,FALSE,-0.293252867264749
"67281",47290,19,"R","Caucasian",1,0,1,0,0,0,0,0,1,-2,-2,0,-2,-2,0,-2,-1,-2,45,45,45,45,50,-2,5,1,1,0,-3,-1.39368188381195,-1,0,50,50,41,-2,-2,0,-2,-2,-2,1,1,1,1,1,0,0.70660674571991,0,-1.36532974243164,0,-1.5396834919549,-0.916731381847335,-1.43302456647521,-2,-0.5,-1.37406380726985,-1.30883732249572,FALSE,-0.439615568459953
"67285",47510,70,"D","African American",0,1,0,0,1,1,1,1,0,3,0,2,-2,0,0,-1,0,0,88,50,50,83,86,1,1,1,1,0,3,-0.256318062543869,3,0,50,93,83,-1,-1,0,-1,-1,-1,1,1,1,1,1,0,0.817783892154694,0,-0.552152216434479,0,-0.265117731306257,-0.339914378495393,-0.37006388034319,1.5,1.5,-0.386436396228105,-0.374804201368527,FALSE,0.124557874911515
"67287",43968,32,"D","African American",0,1,0,0,0,1,0,1,0,2,2,1,-1,-1,0,0,0,0,50,50,50,50,50,0,4,1,1,1,1,-0.12521356344223,1,2,100,50,50,-2,1,-2,-2,-2,-2,1,1,0,0,1,0,-0.276057660579681,1,-0.12521356344223,0,-1.3488512954549,-0.0845401336505679,-1.79923452180227,2,1.5,-0.413220837014379,0.169066441655336,FALSE,-1.46192128823783
"67300",2069,71,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,1,1,-1,2,1,1,1,3,96,94,82,35,91,-2,1,1,1,0,2,0.871110439300537,2,2,90,50,0,0,0,1,0,2,1,1,1,1,1,1,0,-0.771607875823975,0,0.871110439300537,0,0.676304693046677,1.05586777636558,0.75267977154696,2,2,1.06822027954824,0.559228919758662,FALSE,-0.255760561506534
"67306",22461,37,"D","African American",0,1,0,0,1,1,0,1,0,1,3,2,-1,-1,1,0,0,2,95,68,43,94,80,-2,0,1,1,0,3,0.149239048361778,2,2,99,73,95,-1,0,1,-1,0,0,1,1,1,1,1,0,-6.6307687118794e-10,1,0.149239048361778,0,0.18819078715551,0.0876356824241892,0.0729411659152902,2,2,-0.413220837014379,0.117830386681824,TRUE,-0.00313756695963028
"67307",15736,23,"N","Caucasian",1,0,1,0,0,0,0,0,0,1,3,2,-2,-2,2,-2,-2,0,100,50,50,100,100,-1,1,1,1,1,-3,-0.601812779903412,3,2,100,50,80,-2,-2,0,0,-1,-2,1,0,0,1,1,0,1.31351375579834,0,-0.601812779903412,1,-0.337992113590977,-0.617529503082976,-0.760621858135143,2,2.5,-1.37406380726985,-1.30883732249572,FALSE,-0.473419130334545
"67308",62091,49,"D","African American",0,1,0,0,1,1,1,1,0,2,3,1,1,-1,0,1,0,2,95,100,90,50,100,2,1,1,1,1,3,1.10704874992371,2,3,50,61,91,1,-1,0,0,0,1,1,1,1,1,1,0,-0.589908838272095,0,1.10704874992371,0,0.404488538759675,0.631322453064193,0.22585112164613,2.5,2.5,0.520837692454819,0.50799286478515,FALSE,-0.377608986622017
"67309",13369,29,"D","African American",1,1,0,0,0,0,0,1,0,0,-1,1,-1,-2,1,0,0,-1,100,50,50,0,100,0,1,1,1,1,3,-0.242050141096115,3,2,100,75,50,-2,0,1,0,0,-1,1,0,0,0,1,0,-6.6307687118794e-10,0,-0.242050141096115,0,0.319971752016737,0.168221142251428,0.0952555227986296,-0.5,2.5,-0.907034542535251,-0.323568146395015,FALSE,0.226840049363985
"67310",6289,45,"N","Hispanic",1,0,0,1,0,0,0,0,0,2,0,2,-2,-2,0,0,1,-3,100,0,0,0,100,0,0,1,1,0,2,-0.577620446681976,2,0,84,0,0,-2,-2,-1,-2,-2,-2,1,1,1,1,1,0,-0.671270847320557,1,-0.577620446681976,1,-1.70817254605642,-0.396268845214613,-2.07487658266685,1,1,-1.37406380726985,-1.30883732249572,TRUE,-1.43625299653832
"67313",4597,73,"D","African American",0,1,0,0,1,1,0,1,0,2,3,-1,-1,-1,1,0,0,2,100,100,86,100,100,2,3,1,1,0,3,0.777479946613312,1,2,100,50,20,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-0.921482086181641,1,0.957620739936829,0,-1.3488512954549,0.582660649934371,-1.79923452180227,2.5,1.5,-0.413220837014379,-1.30883732249572,TRUE,-2.23602350704101
"67324",5215,37,"D","African American",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,98,50,50,100,100,0,3,1,1,0,3,-0.0646651536226273,1,1,92,22,81,-1,-1,0,0,0,0,1,1,1,1,1,0,-6.6307687118794e-10,1,-0.190726757049561,0,-0.409159814681331,-0.0845401336505679,-0.35304644205524,0,1,0.547622133241092,-0.374804201368527,TRUE,-0.288120028140836
"67341",57703,25,"D","African American",0,1,0,0,1,1,1,1,0,3,3,0,-2,-2,2,0,1,3,81,75,50,86,85,2,0,1,1,1,1,0.455768138170242,3,3,50,100,100,-1,-2,2,-1,-1,2,1,1,1,1,1,0,1.30893313884735,1,0.455768138170242,0,0.928026408798788,0.684864133926799,0.723595281326153,3,3,-1.37406380726985,-0.867438789418877,TRUE,0.357024824872976
"67344",4157,57,"D","Caucasian",1,0,1,0,0,1,0,1,0,0,2,-1,-1,1,0,0,1,-2,71,50,50,52,50,0,3,1,1,0,2,-0.0553564764559269,0,0,50,50,50,0,1,0,0,1,1,1,1,1,1,1,0,-0.441381096839905,1,-0.0937411785125732,0,-0.110239167639829,0.179341582122808,0.347250783526689,1,0,0.574406574027365,1.05186350780901,TRUE,0.159992251416067
"67346",23973,65,"D","African American",0,1,0,0,1,1,1,1,0,2,2,2,-2,-2,0,1,-1,2,94,53,50,55,97,-1,3,1,1,0,2,0.0739629939198494,3,3,100,93,78,0,-2,0,0,0,1,1,0,1,1,1,0,0.147425830364227,0,0.0739629939198494,0,0.758142334151344,-0.0930476045791188,0.519449226304115,2,3,-1.37406380726985,-0.426040256342039,FALSE,0.796517605048123
"67349",17848,58,"D","African American",1,1,0,0,1,1,1,1,0,3,2,1,-1,-1,1,0,0,2,100,50,51,50,100,2,1,1,1,0,3,0.218559861183167,3,3,100,50,50,-1,0,0,0,0,0,1,1,1,1,1,0,0.0410100296139717,0,0.0600710660219193,0,0.275989287108925,0.179733350798176,-0.0961481004795024,2.5,3,-0.413220837014379,0.117830386681824,FALSE,-0.206493949014212
"67350",19319,21,"N","African American",1,1,0,0,0,1,0,0,0,2,0,1,-1,-1,0,0,0,2,86,46,50,68,81,0,1,1,1,0,3,-0.098417729139328,3,3,77,86,75,1,0,0,1,0,1,1,1,1,1,1,0,0.197611585259438,0,0.0600710660219193,1,0.869590431325229,-0.0845401336505679,0.680263989901846,1,3,-0.413220837014379,1.0006274528355,FALSE,0.834190442419019
"67354",47206,53,"D","African American",1,1,0,0,1,1,1,1,0,1,2,-1,-2,-2,-1,-2,-1,0,76,0,0,100,50,1,1,1,1,0,2,-1.24791085720062,0,0,90,20,50,-2,-2,-2,-2,0,-2,1,1,1,1,1,0,0.441166818141937,1,-1.1336315870285,0,-1.59979369100601,-1.68754204235301,-1.62983472420565,1.5,0,-1.37406380726985,-1.30883732249572,TRUE,-0.435633709823587
"67369",41484,19,"D","African American",0,1,0,0,1,0,0,1,0,0,-2,1,-1,-1,-2,1,1,-2,100,50,50,100,100,0,5,1,1,0,3,-0.540145874023438,-3,-1,100,19,100,-1,-1,0,0,-1,-1,1,1,1,1,1,0,-6.6307687118794e-10,1,-0.540145874023438,0,-1.46826132352706,-0.0708067248363597,-0.823970148373117,-1,-2,-0.413220837014379,-0.374804201368527,TRUE,-0.161626821840492
"67378",59129,19,"D","African American",1,1,0,0,0,0,0,1,0,3,3,-1,0,-1,2,2,2,3,100,100,100,50,100,0,3,1,1,0,3,1.42530381679535,2,3,50,100,100,1,0,2,1,2,1,1,0,0,0,1,0,-0.838043630123138,1,1.43755614757538,0,1.47776996235032,2.03510476672724,1.61957113673026,3,2.5,0.0538084277202204,1.0006274528355,TRUE,0.216713159454833
"67381",51219,24,"D","African American",1,1,0,0,1,1,0,1,0,3,3,2,-2,-2,1,-1,0,0,100,50,50,50,100,0,4,1,1,1,3,-0.163162305951118,3,3,100,100,100,-2,-2,1,-2,-1,-2,1,1,1,1,1,0,-0.832422077655792,1,-0.568928003311157,0,-0.0271448611139799,-0.0871531025933965,-0.56884853992684,3,3,-1.37406380726985,-1.30883732249572,TRUE,-0.274768469260902
"67385",27954,71,"D","African American",1,1,0,0,0,1,1,1,0,3,3,0,-2,-2,2,-2,-2,-3,50,50,50,50,50,0,5,1,1,1,0,-0.784099936485291,0,0,50,50,50,-2,2,0,-2,-2,-2,1,1,1,1,1,0,-0.798494338989258,0,-0.720792055130005,0,-1.42416108750418,-0.617529503082976,-1.43302456647521,3,0,-1.37406380726985,0.661701029705686,FALSE,-0.701229418164296
"67386",15979,35,"D","African American",1,1,0,0,0,0,1,1,0,3,2,-1,2,-2,-2,-2,-2,-3,50,50,50,50,50,0,5,1,1,1,0,-0.657484233379364,0,0,50,50,50,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-0.750586211681366,0,-0.720792055130005,0,-1.7101130257211,-1.62857460669096,-1.79923452180227,2.5,0,0.494053251668546,-1.30883732249572,FALSE,-0.724668891757615
"67397",33432,65,"D","African American",1,1,0,0,0,1,0,1,0,1,2,1,-1,-1,1,-1,0,-3,50,10,30,10,50,0,4,1,1,1,2,-0.878478348255157,2,1,95,35,38,-1,-2,0,-1,0,-1,1,1,1,1,1,0,0.524181425571442,0,-0.564383864402771,0,-0.522599862068588,-0.317397273528365,-0.679886434679047,1.5,1.5,-0.413220837014379,-0.867438789418877,FALSE,-0.180171582331153
